"","EXPERIMENT","MODEL","RUN","TRNO","DATE","DAS","DAP","L#SD","GSTD","LAID","LWAD","SWAD","GWAD","RWAD","VWAD","CWAD","G#AD","GWGD","HIAD","PWAD","P#AD","WSPD","WSGD","NSTD","PST1A","PST2A","KSTD","EWSD","LN%D","SH%D","HIPD","PWDD","PWTD","SLAD","CHTD","CWID","NWAD","RDPD","RL1D","RL2D","RL3D","RL4D","RL5D","RL6D","RL7D","RL8D","SNW0C","SNW1C","planting","location","cultivar","density","nitrogen","harvest"
"60","UFEG0302","CRGRO048",60,4,2007-08-16,228,123,19.3,8,2.104,1564,4811,424,1406,6375,6905,2204,19.2,0.061,530,2204,0,0,0,0,0,0,0,4.97,80.05,0.08,0,530,134.5,1.88,0.2,0,1,3.16,3.44,3.61,1.87,1.87,1.12,0.56,0.53,2068,502,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"61","UFEG0302","CRGRO048",61,4,2008-08-19,232,127,18.9,8,2.643,1878,6011,882,1735,7888,8990,4430,19.9,0.098,1102,4430,0,0,0,0,0,0,0.243,5.06,80.05,0.12,0,1102,140.8,1.96,0.2,0,1,4.72,4.72,3.99,2.19,2.12,1.29,0.65,0.6,3037,876,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"62","UFEG0302","CRGRO048",62,4,2009-08-17,229,124,19.6,8,2.439,1729,5563,694,1606,7292,8158,3523,19.7,0.085,867,3523,0,0,0,0,0,0,0,5.08,80.05,0.11,0,867,141,2.02,0.2,0,1,4.41,4.34,3.65,1.98,2.01,1.2,0.61,0.57,2699,740,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"63","UFEG0302","CRGRO048",63,4,2010-08-15,227,122,19.1,8,2.482,1800,5790,1036,1719,7590,8885,5255,19.7,0.117,1295,5255,0,0,0,0,0,0,0,4.95,80.02,0.15,0,1295,137.9,1.94,0.2,0,1,4.53,4.53,4.26,2.18,2.15,1.3,0.64,0.6,2841,752,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"64","UFEG0302","CRGRO048",64,4,2011-08-14,226,121,18.8,8,2.868,2124,6840,1413,2029,8964,10729,7098,19.9,0.132,1766,7098,0,0,0,0,0,0,0,4.94,80.03,0.16,0,1766,135,1.88,0.2,0,1,5.34,5.34,4.94,2.55,2.61,1.54,0.76,0.71,3442,939,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"65","UFEG0302","CRGRO048",65,4,2012-08-14,227,122,19.3,8,2.601,1931,6236,1138,1872,8167,9588,5649,20.1,0.119,1421,5649,0,0,0,0,0,0,0,4.94,80.03,0.15,0,1421,134.7,1.92,0.2,0,1,4.81,4.81,4.69,2.4,2.4,1.44,0.72,0.66,3019,766,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"66","UFEG0302","CRGRO048",66,4,2013-08-14,226,121,19.4,8,2.67,1972,6228,1197,1809,8200,9696,5897,20.3,0.123,1495,5897,0,0,0,0,0,0,0,4.9,80.04,0.15,0,1495,135.4,1.9,0.2,0,1,4.86,4.86,4.35,2.28,2.28,1.34,0.67,0.62,2961,833,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"67","UFEG0302","CRGRO048",67,4,2014-08-15,227,122,19.2,8,2.726,1998,6431,1319,1931,8429,10077,6584,20,0.131,1648,6584,0,0,0,0,0,0,0,4.91,80.03,0.16,0,1648,136.4,1.86,0.2,0,1,4.98,4.98,4.79,2.49,2.47,1.49,0.74,0.68,3182,842,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"68","UFEG0302","CRGRO048",68,4,2015-08-14,226,121,19.2,8,2.761,2054,6627,1262,1840,8680,10257,6373,19.8,0.123,1577,6373,0,0,0,0,0,0,0,4.94,80.03,0.15,0,1577,134.5,1.92,0.2,0,1,4.93,4.61,4.45,2.22,2.1,1.34,0.86,0.83,3239,991,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"69","UFEG0302","CRGRO048",69,4,2016-08-17,230,125,19.6,8,2.785,2044,6609,1239,1981,8653,10201,6250,19.8,0.121,1548,6250,0,0,0,0,0,0,0,4.94,80.03,0.15,0,1548,136.3,1.94,0.2,0,1,5.12,5.12,5.05,2.52,2.52,1.52,0.75,0.7,3283,865,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"70","UFEG0302","CRGRO048",70,4,2017-08-15,227,122,19.6,8,2.62,1908,6054,1155,1770,7962,9406,5753,20.1,0.123,1444,5753,0,0,0,0,0,0,0,4.9,80.03,0.15,0,1444,137.3,2.02,0.2,0,1,4.62,4.73,4.47,2.18,2.25,1.33,0.66,0.6,2939,827,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"71","UFEG0302","CRGRO048",71,4,2018-08-14,226,121,19.5,8,2.418,1762,5648,991,1662,7410,8648,4964,20,0.115,1238,4964,0,0,0,0,0,0,0.08,4.91,80.04,0.14,0,1238,137.3,1.91,0.2,0,1,4.43,4.43,3.91,2.12,2.12,1.25,0.62,0.57,2672,697,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"72","UFEG0302","CRGRO048",72,4,2019-08-16,228,123,19.5,8,2.398,1697,5554,1030,1597,7252,8539,5226,19.7,0.121,1287,5226,0,0,0,0,0,0,0,4.96,80.03,0.15,0,1287,141.3,1.96,0.2,0,1,4.35,4.35,3.88,1.91,1.96,1.18,0.6,0.58,2792,802,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"73","UFEG0302","CRGRO048",73,4,2020-08-14,227,122,19.5,8,2.277,1627,5197,867,1487,6824,7908,4399,19.7,0.11,1084,4399,0,0,0,0,0,0,0,4.93,80.01,0.14,0,1084,139.9,2,0.2,0,1,4.14,4.14,3.8,1.73,1.79,1.08,0.54,0.5,2484,701,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"74","UFEG0302","CRGRO048",74,4,2021-08-13,225,120,19.2,8,2.371,1671,5342,1073,1546,7013,8354,5322,20.2,0.128,1341,5322,0,0,0,0,0,0,0,4.91,80.01,0.16,0,1341,141.9,1.93,0.2,0,1,4.23,4.23,4,1.89,1.9,1.11,0.55,0.51,2633,757,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"75","UFEG0302","CRGRO048",75,4,2022-08-14,226,121,19.3,8,2.873,2135,6840,1295,2038,8975,10594,6488,20,0.122,1619,6488,0,0,0,0,0,0,0,4.92,80.03,0.15,0,1619,134.5,1.94,0.2,0,1,5.3,5.3,5.18,2.58,2.58,1.55,0.77,0.72,3306,871,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"76","UFEG0302","CRGRO048",76,4,2023-08-15,227,122,19.1,8,2.839,2060,6647,1290,2003,8707,10319,6570,19.6,0.125,1612,6570,0,0,0,0,0,0,0,4.95,80.03,0.16,0,1612,137.8,1.9,0.2,0,1,5.22,5.22,5.1,2.51,2.56,1.53,0.76,0.7,3343,877,"15-April","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"77","UFEG0302","CRGRO048",77,5,2005-09-01,244,123,19.7,8,2.238,1610,5259,874,1574,6869,7961,4473,19.5,0.11,1092,4473,0,0,0,0,0,0,0,4.98,80.02,0.14,0,1092,139,2.05,0.2,0,1,4.12,4.12,3.93,1.98,2,1.19,0.59,0.55,2589,654,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"78","UFEG0302","CRGRO048",78,5,2006-08-30,242,121,19.2,8,2.422,1755,5700,1077,1678,7455,8800,5385,20,0.122,1345,5385,0,0,0,0,0,0,0,4.93,80.03,0.15,0,1345,138,1.96,0.2,0,1,4.51,4.51,4.3,2.04,2.07,1.23,0.63,0.58,2819,762,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"79","UFEG0302","CRGRO048",79,5,2007-08-30,242,121,19.1,8,2.205,1649,5113,439,1507,6762,7311,2226,19.7,0.06,548,2226,0,0,0,0,0,0,0,4.99,80.04,0.08,0,548,133.7,1.93,0.2,0,1,3.79,3.69,3.64,1.97,1.99,1.2,0.6,0.56,2234,532,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"80","UFEG0302","CRGRO048",80,5,2008-09-01,245,124,18.7,8,2.462,1747,5600,1016,1601,7347,8616,5083,20,0.118,1270,5083,0,0,0,0,0,0,0,4.96,80.02,0.15,0,1270,141,2.12,0.2,0,1,4.46,4.46,3.85,1.96,1.95,1.16,0.57,0.53,2843,845,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"81","UFEG0302","CRGRO048",81,5,2009-08-30,242,121,19.2,8,2.055,1466,4724,797,1387,6190,7185,4036,19.7,0.111,996,4036,0,0,0,0,0,0,0,4.94,80.02,0.14,0,996,140.2,2.06,0.2,0,1,3.73,3.73,3.16,1.71,1.77,1.06,0.52,0.49,2264,598,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"82","UFEG0302","CRGRO048",82,5,2010-08-30,242,121,19.1,8,2.448,1749,5693,994,1688,7442,8684,5069,19.6,0.114,1242,5069,0,0,0,0,0,0,0.011,4.98,80.04,0.14,0,1242,140,1.99,0.2,0,1,4.46,4.46,3.87,2.17,2.16,1.29,0.65,0.59,2863,762,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"83","UFEG0302","CRGRO048",83,5,2011-08-30,242,121,18.9,8,2.794,2033,6589,1302,1970,8623,10249,6603,19.7,0.127,1626,6603,0,0,0,0,0,0,0,4.95,80.03,0.16,0,1626,137.4,1.94,0.2,0,1,5.16,5.14,5.09,2.47,2.51,1.49,0.73,0.67,3373,920,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"84","UFEG0302","CRGRO048",84,5,2012-08-28,241,120,19.3,8,2.445,1790,5922,1109,1743,7712,9098,5596,19.8,0.122,1386,5596,0,0,0,0,0,0,0.11,4.96,80.02,0.15,0,1386,136.6,1.97,0.2,0,1,4.61,4.61,4.46,2.19,2.19,1.3,0.66,0.59,2985,800,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"85","UFEG0302","CRGRO048",85,5,2013-08-30,242,121,19.5,8,2.582,1887,6048,1166,1762,7935,9391,5780,20.2,0.124,1456,5780,0,0,0,0,0,0,0,4.91,80.04,0.16,0,1456,136.8,1.96,0.2,0,1,4.76,4.76,4.12,2.2,2.19,1.3,0.68,0.62,2945,820,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"86","UFEG0302","CRGRO048",86,5,2014-08-30,242,121,19.1,8,2.781,2049,6537,1235,1965,8586,10129,6207,19.9,0.122,1543,6207,0,0,0,0,0,0,0,4.94,80.03,0.15,0,1543,135.7,1.92,0.2,0,1,5.06,5.04,5.01,2.49,2.52,1.51,0.75,0.7,3201,834,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"87","UFEG0302","CRGRO048",87,5,2015-08-30,242,121,19.3,8,2.736,1992,6494,1245,1944,8486,10041,6288,19.8,0.124,1555,6288,0,0,0,0,0,0,0,4.97,80.04,0.15,0,1555,137.3,1.98,0.2,0,1,4.8,4.88,4.91,2.54,2.55,1.52,0.76,0.7,3282,870,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"88","UFEG0302","CRGRO048",88,5,2016-08-31,244,123,19.7,8,2.678,1937,6351,1220,1909,8288,9812,6167,19.8,0.124,1524,6167,0,0,0,0,0,0,0,4.97,80.03,0.16,0,1524,138.3,1.97,0.2,0,1,4.92,4.92,4.88,2.44,2.44,1.46,0.73,0.67,3221,845,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"89","UFEG0302","CRGRO048",89,5,2017-08-29,241,120,19.4,8,2.57,1849,5944,1103,1720,7793,9171,5534,19.9,0.12,1378,5534,0,0,0,0,0,0,0,4.95,80.04,0.15,0,1378,139,2.03,0.2,0,1,4.62,4.67,4.16,2.11,2.13,1.24,0.64,0.63,2949,833,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"90","UFEG0302","CRGRO048",90,5,2018-08-28,240,119,19.5,8,2.168,1569,5120,872,1523,6689,7780,4384,19.9,0.112,1090,4384,0,0,0,0,0,0,0,4.92,80,0.14,0,1090,138.2,1.96,0.2,0,1,4,4,3.77,1.93,1.94,1.16,0.57,0.53,2450,613,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"91","UFEG0302","CRGRO048",91,5,2019-08-29,241,120,19.2,8,2.411,1707,5496,1041,1584,7203,8504,5284,19.7,0.122,1301,5284,0,0,0,0,0,0,0.142,4.96,80,0.15,0,1301,141.2,2.01,0.2,0,1,4.33,4.33,3.84,1.92,1.95,1.17,0.59,0.55,2747,790,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"92","UFEG0302","CRGRO048",92,5,2020-08-30,243,122,19.6,8,2.186,1588,5087,827,1483,6675,7709,4180,19.8,0.107,1033,4180,0,0,0,0,0,0,0,4.93,80.02,0.13,0,1033,137.6,2.03,0.2,0,1,4.01,4.01,3.72,1.8,1.83,1.09,0.55,0.51,2370,621,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"93","UFEG0302","CRGRO048",93,5,2021-08-29,241,120,19.3,8,2.404,1698,5414,1059,1583,7112,8435,5298,20,0.126,1323,5298,0,0,0,0,0,0,0,4.9,80.03,0.16,0,1323,141.5,1.99,0.2,0,1,4.28,4.28,3.84,1.98,1.98,1.18,0.58,0.54,2658,748,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"94","UFEG0302","CRGRO048",94,5,2022-08-28,240,119,19.1,8,2.819,2080,6724,1302,1971,8804,10432,6563,19.8,0.125,1627,6563,0,0,0,0,0,0,0,4.93,79.99,0.16,0,1627,135.5,1.96,0.2,0,1,4.48,4.73,4.94,2.65,2.69,1.61,0.8,0.74,3333,910,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"95","UFEG0302","CRGRO048",95,5,2023-08-31,243,122,19.4,8,2.721,1968,6382,1130,1916,8350,9761,5808,19.5,0.116,1412,5808,0,0,0,0,0,0,0,4.99,80.03,0.14,0,1412,138.3,1.97,0.2,0,1,4.97,4.97,4.68,2.43,2.46,1.48,0.73,0.67,3198,830,"01-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"96","UFEG0302","CRGRO048",96,6,2005-09-16,259,124,19.9,8,2.056,1448,4843,831,1427,6291,7329,4287,19.4,0.113,1038,4287,0,0,0,0,0,0,0,5.02,80.02,0.14,0,1038,142,2.07,0.2,0,1,3.78,3.78,3.39,1.73,1.82,1.11,0.55,0.51,2450,645,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"97","UFEG0302","CRGRO048",97,6,2006-09-14,257,122,19.7,8,2.333,1683,5487,1022,1623,7170,8447,5146,19.9,0.121,1277,5146,0,0,0,0,0,0,0,4.96,80.03,0.15,0,1277,138.7,1.99,0.2,0,1,4.31,4.31,4.15,2.01,2.01,1.2,0.62,0.57,2712,728,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"98","UFEG0302","CRGRO048",98,6,2007-09-14,257,122,19.6,8,2.298,1688,5412,556,1620,7100,7795,2846,19.5,0.071,695,2846,0,0,0,0,0,0,0,5.04,80.04,0.09,0,695,136.1,2.08,0.2,0,1,4.15,4.16,4.12,2.07,2.07,1.24,0.62,0.58,2511,592,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"99","UFEG0302","CRGRO048",99,6,2008-09-14,258,123,19.4,8,2.401,1722,5531,899,1585,7253,8376,4632,19.4,0.107,1123,4632,0,0,0,0,0,0,0,5,80.05,0.13,0,1123,139.4,2.17,0.2,0,1,4.36,4.36,4.02,1.95,1.91,1.15,0.57,0.52,2701,774,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"100","UFEG0302","CRGRO048",100,6,2009-09-14,257,122,19.6,8,1.983,1377,4527,851,1307,5904,6967,4301,19.8,0.122,1063,4301,0,0,0,0,0,0,0,4.97,80.03,0.15,0,1063,144,2.09,0.2,0,1,3.57,3.57,2.88,1.53,1.63,1.03,0.51,0.47,2268,640,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"101","UFEG0302","CRGRO048",101,6,2010-09-15,258,123,19.5,8,2.56,1828,5883,1093,1746,7711,9077,5592,19.6,0.12,1366,5592,0,0,0,0,0,0,0,4.97,80.03,0.15,0,1366,140,2.04,0.2,0,1,4.57,4.57,4.12,2.24,2.25,1.34,0.67,0.61,2963,811,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"102","UFEG0302","CRGRO048",102,6,2011-09-16,259,124,19.6,8,2.8,2037,6571,1287,1957,8608,10216,6555,19.6,0.126,1607,6555,0,0,0,0,0,0,0,4.98,80.04,0.16,0,1607,137.4,2.01,0.2,0,1,5.12,5.12,5.04,2.44,2.47,1.48,0.73,0.68,3331,916,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"103","UFEG0302","CRGRO048",103,6,2012-09-12,256,121,19.3,8,2.54,1868,6082,1166,1769,7950,9406,5881,19.8,0.124,1456,5881,0,0,0,0,0,0,0,4.95,80.04,0.15,0,1456,135.9,1.99,0.2,0,1,4.68,4.65,4.19,2.26,2.26,1.34,0.68,0.61,3023,840,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"104","UFEG0302","CRGRO048",104,6,2013-09-13,256,121,19.8,8,2.443,1775,5783,1105,1670,7558,8939,5517,20,0.124,1381,5517,0,0,0,0,0,0,0,4.93,80.04,0.15,0,1381,137.7,1.99,0.2,0,1,4.56,4.56,4.02,1.98,2.07,1.22,0.63,0.61,2844,805,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"105","UFEG0302","CRGRO048",105,6,2014-09-15,258,123,19.7,8,2.717,1956,6380,1216,1916,8335,9854,6159,19.7,0.123,1519,6159,0,0,0,0,0,0,0,4.97,80.04,0.15,0,1519,138.9,1.98,0.2,0,1,4.93,4.93,4.89,2.45,2.44,1.47,0.73,0.68,3232,860,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"106","UFEG0302","CRGRO048",106,6,2015-09-14,257,122,19.4,8,2.786,1995,6508,1296,1962,8503,10122,6566,19.7,0.128,1619,6566,0,0,0,0,0,0,0,4.99,80.04,0.16,0,1619,139.7,2.02,0.2,0,1,5.03,5.03,5.01,2.52,2.51,1.51,0.75,0.69,3383,912,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"107","UFEG0302","CRGRO048",107,6,2016-09-15,259,124,19.8,8,2.569,1838,6077,1237,1808,7915,9460,6249,19.8,0.131,1545,6249,0,0,0,0,0,0,0,5,80.04,0.16,0,1545,139.8,2.01,0.2,0,1,4.69,4.69,4.3,2.34,2.34,1.4,0.69,0.64,3129,852,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"108","UFEG0302","CRGRO048",108,6,2017-09-13,256,121,19.6,8,2.372,1737,5654,989,1638,7390,8627,5047,19.6,0.115,1236,5047,0,0,0,0,0,0,0,4.96,80.02,0.14,0,1236,136.6,2.04,0.2,0,1,4.46,4.46,3.81,2.03,2.03,1.18,0.62,0.6,2781,769,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"109","UFEG0302","CRGRO048",109,6,2018-09-12,255,120,19.8,8,2.183,1562,5133,935,1522,6695,7864,4698,19.9,0.119,1169,4698,0,0,0,0,0,0,0,4.98,80.03,0.15,0,1169,139.8,1.99,0.2,0,1,3.97,3.97,3.8,1.91,1.94,1.16,0.58,0.54,2519,655,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"110","UFEG0302","CRGRO048",110,6,2019-09-15,258,123,19.6,8,2.539,1785,5727,1105,1638,7512,8893,5605,19.7,0.124,1381,5605,0,0,0,0,0,0,0,4.96,80.02,0.16,0,1381,142.2,2.06,0.2,0,1,4.53,4.53,4.17,1.95,1.96,1.17,0.6,0.56,2887,863,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"111","UFEG0302","CRGRO048",111,6,2020-09-13,257,122,19.7,8,2.194,1554,5098,886,1423,6652,7760,4491,19.7,0.114,1108,4491,0,0,0,0,0,0,0.185,4.96,80.03,0.14,0,1108,141.2,2.04,0.2,0,1,4.11,4.11,3.32,1.73,1.71,0.99,0.49,0.45,2526,750,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"112","UFEG0302","CRGRO048",112,6,2021-09-13,256,121,19.7,8,2.428,1718,5496,1036,1612,7214,8508,5188,20,0.122,1294,5188,0,0,0,0,0,0,0,4.93,80.04,0.15,0,1294,141.4,2.03,0.2,0,1,4.32,4.32,3.85,1.94,2.05,1.23,0.61,0.57,2687,744,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"113","UFEG0302","CRGRO048",113,6,2022-09-13,256,121,19.4,8,2.813,2052,6697,1333,1947,8749,10414,6728,19.8,0.128,1665,6728,0,0,0,0,0,0,0,4.95,80.04,0.16,0,1665,137.1,1.99,0.2,0,1,4.83,4.63,4.93,2.45,2.59,1.62,0.8,0.74,3390,960,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"114","UFEG0302","CRGRO048",114,6,2023-09-15,258,123,19.6,8,2.885,2084,6697,1146,2002,8782,10214,5923,19.3,0.112,1432,5923,0,0,0,0,0,0,0,5,80.02,0.14,0,1432,138.4,2.04,0.2,0,1,5.19,5.19,4.9,2.54,2.58,1.55,0.76,0.7,3363,898,"15-May","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"115","UFEG0302","CRGRO048",115,7,2005-10-05,278,126,20.4,8,2.207,1530,5008,959,1459,6538,7737,4963,19.3,0.124,1199,4963,0,0,0,0,0,0,0.065,5.04,80.02,0.15,0,1199,144.2,2.09,0.2,0,1,3.89,3.89,3.33,1.74,1.86,1.15,0.57,0.53,2576,744,"01-June","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"116","UFEG0302","CRGRO048",116,7,2006-10-03,276,124,20.4,8,2.314,1596,5339,1128,1593,6935,8345,5671,19.9,0.135,1410,5671,0,0,0,0,0,0,0,5.03,80.04,0.17,0,1410,145,2.04,0.2,0,1,4.19,4.19,4.02,2.01,2.01,1.2,0.6,0.55,2821,782,"01-June","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"117","UFEG0302","CRGRO048",117,7,2007-10-04,277,125,20.5,8,2.143,1541,5107,880,1524,6648,7747,4447,19.8,0.114,1099,4447,0,0,0,0,0,0,0,5,80.04,0.14,0,1099,139,2.12,0.2,0,1,3.91,3.91,3.9,1.95,1.95,1.17,0.58,0.54,2508,641,"01-June","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"118","UFEG0302","CRGRO048",118,7,2008-10-02,276,124,19.6,8,2.32,1638,5283,745,1493,6920,7851,3800,19.6,0.095,931,3800,0,0,0,0,0,0,0,5.08,80.05,0.12,0,931,141.7,2.12,0.2,0,1,4.16,4.16,3.18,1.88,1.85,1.1,0.54,0.52,2605,760,"01-June","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"119","UFEG0302","CRGRO048",119,7,2009-10-04,277,125,20.3,8,2.234,1534,4936,954,1442,6470,7662,4873,19.6,0.125,1192,4873,0,0,0,0,0,0,0,5,80.03,0.16,0,1192,145.7,2.07,0.2,0,1,3.84,3.84,3.26,1.75,1.83,1.14,0.56,0.52,2490,722,"01-June","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
"120","UFEG0302","CRGRO048",120,7,2010-10-05,278,126,20.4,8,2.58,1826,5926,1161,1764,7752,9202,5882,19.7,0.126,1450,5882,0,0,0,0,0,0,0,5.01,80.03,0.16,0,1450,141.3,2.09,0.2,0,1,4.57,4.57,4.27,2.27,2.27,1.36,0.67,0.62,3042,848,"01-June","Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","280 Kg/ha (250 LB/acre)","Grain Maturity"
