,X,CWAD,GWAD,DAS,DAP,location,cultivar,density,nitrogen,harvest,planting
187,187,6829,751,309,128,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,06/30/2024
188,188,5333,1110,309,128,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,06/30/2024
189,189,5662,853,314,133,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,06/30/2024
190,190,431,0,117,57,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
191,191,542,0,119,59,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
192,192,335,0,111,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
193,193,518,0,117,57,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
194,194,602,0,121,61,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
195,195,397,0,124,64,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
196,196,345,0,121,61,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
197,197,573,0,127,67,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
198,198,531,0,114,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
199,199,424,0,106,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
200,200,435,0,130,70,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
201,201,464,0,125,65,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
202,202,268,0,108,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
203,203,325,0,114,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
204,204,590,0,115,55,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
205,205,462,0,122,62,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
206,206,427,0,120,60,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
207,207,515,0,109,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
208,208,409,0,115,55,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
209,209,476,0,116,56,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
210,210,343,0,111,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/01/2024
211,211,432,0,123,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
212,212,573,0,124,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
213,213,449,0,118,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
214,214,524,0,122,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
215,215,743,0,126,56,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
216,216,447,0,129,59,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
217,217,378,0,125,55,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
218,218,636,0,129,59,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
219,219,513,0,120,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
220,220,515,0,116,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
221,221,442,0,133,63,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
222,222,509,0,128,58,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
223,223,263,0,113,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
224,224,333,0,121,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
225,225,567,0,120,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
226,226,748,0,129,59,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
227,227,511,0,126,56,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
228,228,481,0,114,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
229,229,425,0,122,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
230,230,658,0,122,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
231,231,519,0,121,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,03/15/2024
232,232,576,0,137,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
233,233,563,0,135,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
234,234,445,0,133,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
235,235,578,0,134,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
236,236,958,0,142,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
237,237,557,0,141,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
238,238,521,0,138,47,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
239,239,496,0,137,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
240,240,614,0,136,45,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
241,241,753,0,135,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
242,242,542,0,142,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
243,243,560,0,139,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
244,244,289,0,131,40,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
245,245,528,0,135,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
246,246,806,0,137,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
247,247,894,0,141,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
248,248,669,0,137,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
249,249,738,0,138,47,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
250,250,471,0,137,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
251,251,715,0,135,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
252,252,688,0,137,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/01/2024
253,253,463,0,144,39,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
254,254,572,0,144,39,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
255,255,512,0,145,40,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
256,256,645,0,147,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
257,257,802,0,150,45,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
258,258,684,0,153,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
259,259,534,0,147,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
260,260,412,0,146,41,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
261,261,765,0,150,45,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
262,262,673,0,145,40,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
263,263,836,0,153,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
264,264,505,0,147,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
265,265,596,0,146,41,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
266,266,555,0,146,41,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
267,267,662,0,148,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
268,268,910,0,150,45,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
269,269,822,0,148,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
270,270,848,0,151,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
271,271,657,0,148,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
272,272,784,0,145,40,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
273,273,608,0,146,41,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,04/15/2024
274,274,559,0,161,40,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
275,275,915,0,162,41,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
276,276,1084,0,163,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
277,277,1297,0,167,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
278,278,1237,0,167,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
279,279,964,0,166,45,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
280,280,690,0,162,41,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
281,281,761,0,162,41,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
282,282,1133,0,170,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
283,283,863,0,163,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
284,284,1258,0,169,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
285,285,834,0,164,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
286,286,840,0,163,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
287,287,958,0,164,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
288,288,922,0,164,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
289,289,987,0,163,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
290,290,910,0,163,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
291,291,1104,0,167,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
292,292,1025,0,165,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
293,293,914,0,162,41,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
294,294,971,0,163,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/01/2024
295,295,1061,0,182,47,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
296,296,1592,0,186,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
297,297,2157,0,187,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
298,298,1939,0,189,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
299,299,1709,0,187,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
300,300,1582,0,184,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
301,301,2010,0,187,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
302,302,1590,0,183,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
303,303,1486,0,189,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
304,304,1921,0,186,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
305,305,1800,0,185,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
306,306,1927,0,185,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
307,307,1691,0,183,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
308,308,1958,0,184,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
309,309,1122,0,182,47,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
310,310,1479,0,182,47,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
311,311,2161,0,186,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
312,312,1751,0,184,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
313,313,1843,0,184,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
314,314,1458,0,183,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
315,315,2366,0,185,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,05/15/2024
316,316,1071,0,203,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
317,317,1512,0,205,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
318,318,2406,0,206,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
319,319,2195,0,206,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
320,320,2053,0,205,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
321,321,2066,0,204,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
322,322,2737,0,206,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
323,323,2426,0,206,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
324,324,2239,0,206,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
325,325,1464,0,204,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
326,326,1520,0,203,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
327,327,2417,0,205,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
328,328,2581,0,206,54,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
329,329,2517,0,205,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
330,330,1734,0,204,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
331,331,2276,0,205,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
332,332,2403,0,205,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
333,333,2193,0,204,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
334,334,1867,0,203,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
335,335,2459,0,205,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
336,336,2582,0,205,53,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
337,337,1069,0,214,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
338,338,1249,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
339,339,1801,0,216,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
340,340,1582,0,216,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
341,341,1539,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
342,342,1500,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
343,343,1955,0,216,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
344,344,1807,0,217,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
345,345,1721,0,216,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
346,346,1798,0,216,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
347,347,1224,0,214,48,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
348,348,1833,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
349,349,2244,0,218,52,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
350,350,2068,0,216,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
351,351,1127,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
352,352,1671,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
353,353,2202,0,216,50,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
354,354,1752,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
355,355,1557,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
356,356,1686,0,215,49,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
357,357,2669,0,217,51,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
358,358,730,0,223,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
359,359,785,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
360,360,1089,0,225,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
361,361,1014,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
362,362,986,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
363,363,1062,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
364,364,785,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
365,365,1123,0,226,45,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
366,366,940,0,225,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
367,367,859,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
368,368,557,0,223,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
369,369,1115,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
370,370,1455,0,226,45,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
371,371,934,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
372,372,912,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
373,373,1050,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
374,374,1313,0,225,44,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
375,375,931,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
376,376,805,0,224,43,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
377,377,844,0,223,42,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
378,378,1664,0,227,46,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
379,379,1745,432,163,103,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,03/01/2024
380,380,2323,720,166,106,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,03/01/2024
381,381,1720,410,158,98,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,03/01/2024
382,382,2516,664,166,106,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,03/01/2024
383,383,2470,681,169,109,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,03/01/2024
