"","TRNO","location","cultivar","density","nitrogen","harvest","Mean_CWAD","Median_CWAD","SD_CWAD","Min_CWAD","Max_CWAD","Mean_GWAD","Median_GWAD","SD_GWAD","Min_GWAD","Max_GWAD","Count","planting","avg_planting_to_harvest"
"118",11,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1129.05263157895,1135,266.747378136487,693,1585,0,0,0,0,0,19,"01-March",44.4210526315789
"119",12,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1187.36842105263,1215,259.814081075576,730,1594,0,0,0,0,0,19,"15-March",42.2631578947368
"120",13,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1297.47368421053,1363,257.698870005942,665,1739,0,0,0,0,0,19,"01-April",39.2105263157895
"121",14,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1302.26315789474,1300,250.773656711754,660,1694,0,0,0,0,0,19,"15-April",37.7894736842105
"122",15,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1225.68421052632,1283,283.281966447954,655,1642,0,0,0,0,0,19,"01-May",36.2631578947368
"123",16,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1299.15789473684,1337,289.834677619634,860,1776,0,0,0,0,0,19,"15-May",37
"124",17,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1643.36842105263,1655,364.695795687053,850,2295,0,0,0,0,0,19,"01-June",39.8947368421053
"125",18,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1637.73684210526,1656,327.49263640666,1008,2073,0,0,0,0,0,19,"15-June",39.5789473684211
"126",19,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1343,1352,199.968330825992,965,1693,0,0,0,0,0,19,"30-June",37.2105263157895
"127",21,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4601.21052631579,4987,942.040667849876,2428,5816,1416,1501,326.615982462586,768,1872,19,"01-March",92.4210526315789
"128",22,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4709.63157894737,5012,955.205167637143,2266,6195,1505.84210526316,1534,341.876888685889,764,2020,19,"15-March",90.1052631578947
"129",23,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4798.84210526316,4972,938.53486664398,2467,6410,1545.89473684211,1674,347.625100541252,797,2104,19,"01-April",86.1578947368421
"130",24,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4751.05263157895,4833,877.24470636978,2366,6031,1490.57894736842,1538,352.887346800879,769,2120,19,"15-April",84.5263157894737
"131",25,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4670.26315789474,4741,866.118406205094,2693,5905,1385.68421052632,1359,340.063401381366,828,1913,19,"01-May",83.1578947368421
"132",26,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4405.05263157895,4324,808.973730770056,3145,5616,1246.78947368421,1334,342.653790119183,519,1762,19,"15-May",82.3157894736842
"133",27,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4533.68421052632,4436,772.459136109519,3295,5828,1332,1357,254.621069216373,799,1713,19,"01-June",82.9473684210526
"134",28,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4539.21052631579,4483,801.717917900705,3068,5793,1356.94736842105,1360,264.960473715569,905,1829,19,"15-June",83.3684210526316
"135",29,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",4306.36842105263,4240,605.90714456611,3306,5478,1251.94736842105,1264,247.782268598015,606,1687,19,"30-June",83.1052631578947
"136",31,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",663.894736842105,679,152.597835552162,396,906,0,0,0,0,0,19,"01-March",39.9473684210526
"137",32,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",698.736842105263,713,169.993739134796,414,985,0,0,0,0,0,19,"15-March",38
"138",33,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",741.473684210526,769,153.146759105642,389,971,0,0,0,0,0,19,"01-April",35
"139",34,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",786.105263157895,799,143.53818490672,380,1014,0,0,0,0,0,19,"15-April",33.8947368421053
"140",35,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",755.263157894737,815,183.149860346737,392,1005,0,0,0,0,0,19,"01-May",32.4736842105263
"141",36,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",672.263157894737,728,173.021463699117,398,955,0,0,0,0,0,19,"15-May",31.7368421052632
"142",37,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",704.157894736842,678,144.758136657858,457,920,0,0,0,0,0,19,"01-June",31.9473684210526
"143",38,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",719.263157894737,763,172.403223128308,368,984,0,0,0,0,0,19,"15-June",32.1578947368421
"144",39,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering",704.947368421053,729,119.017493431386,485,901,0,0,0,0,0,19,"30-June",32
"145",1,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",8926.8947368421,9175,1391.79164687251,5712,11150,1122.42105263158,1152,233.354359954858,641,1540,19,"01-March",130.263157894737
"146",2,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",9059.47368421053,9346,1317.46572244767,5887,11165,1146.78947368421,1193,236.797282958176,644,1526,19,"15-March",127.684210526316
"147",3,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",9230,9303,1115.57239916456,6528,11002,1102.73684210526,1227,232.635585819267,561,1436,19,"01-April",123.894736842105
"148",4,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",9197.52631578947,9406,1059.87307250659,6906,10729,1074.10526315789,1138,245.11808826152,424,1413,19,"15-April",122.473684210526
"149",5,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",8898.31578947369,8800,1012.15293380176,7185,10432,1042.52631578947,1077,211.888956353467,439,1302,19,"01-May",121.052631578947
"150",6,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",8856.21052631579,8893,1033.51017728405,6967,10414,1052.05263157895,1093,195.648628834736,556,1333,19,"15-May",122.210526315789
"151",7,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",8959.21052631579,9202,947.811137946993,7538,10275,1138.57894736842,1128,194.542002259859,745,1475,19,"01-June",125
"152",8,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",8602,8929,928.76321584735,7042,9803,1118.78947368421,1144,197.394016274098,652,1364,19,"15-June",124.631578947368
"153",9,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",7753.68421052632,8140,836.038612387914,6056,8812,1016.63157894737,1026,146.712951229534,702,1286,19,"30-June",121.947368421053
"154",11,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",469.421052631579,466,131.614046780507,260,691,0,0,0,0,0,19,"01-March",44.4210526315789
"155",12,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",498.157894736842,519,128.570025519124,284,684,0,0,0,0,0,19,"15-March",42.2631578947368
"156",13,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",551.157894736842,585,127.127784863147,259,782,0,0,0,0,0,19,"01-April",39.2105263157895
"157",14,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",554.842105263158,553,123.910479853578,257,759,0,0,0,0,0,19,"15-April",37.7894736842105
"158",15,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",521.368421052632,565,138.279993943977,255,736,0,0,0,0,0,19,"01-May",36.2631578947368
"159",16,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",563.526315789474,589,149.868968109943,348,817,0,0,0,0,0,19,"15-May",37
"160",17,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",762.684210526316,756,212.629320814829,322,1177,0,0,0,0,0,19,"01-June",39.8947368421053
"161",18,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",756.210526315789,762,204.676052702087,299,1085,0,0,0,0,0,19,"15-June",39.5789473684211
"162",19,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",586.947368421053,585,111.584284877302,386,770,0,0,0,0,0,19,"30-June",37.2105263157895
"163",21,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2318.84210526316,2518,605.776018669707,1063,3337,680.842105263158,713,193.164657210686,327,1010,19,"01-March",92.4210526315789
"164",22,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2415.63157894737,2588,631.436036219234,987,3517,731.842105263158,808,199.712644444154,322,1043,19,"15-March",90.1052631578947
"165",23,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2516.15789473684,2610,631.423283204777,1079,3673,772,836,192.574660846125,347,1105,19,"01-April",86.1578947368421
"166",24,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2500.89473684211,2536,580.155428861462,1043,3437,745.578947368421,751,203.136056154346,324,1108,19,"15-April",84.5263157894737
"167",25,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2463.36842105263,2447,592.978940091309,1194,3392,687.842105263158,694,196.973563696557,352,1004,19,"01-May",83.1578947368421
"168",26,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2278,2182,566.365900574296,1384,3158,604.368421052632,641,185.934041628362,213,916,19,"15-May",82.3157894736842
"169",27,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2382.15789473684,2298,564.168046591901,1432,3310,647.789473684211,643,158.017080281907,328,880,19,"01-June",82.9473684210526
"170",28,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2390,2370,607.55036371024,1234,3312,668.157894736842,680,174.046054938818,308,954,19,"15-June",83.3684210526316
"171",29,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",2242.68421052632,2181,446.791034008266,1530,3244,618,595,141.839894090328,270,858,19,"30-June",83.1052631578947
"172",31,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",252,255,65.1442843062826,142,358,0,0,0,0,0,19,"01-March",39.9473684210526
"173",32,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",266.473684210526,270,72.1736858950166,150,389,0,0,0,0,0,19,"15-March",38
"174",33,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",284,292,64.7499463749242,142,382,0,0,0,0,0,19,"01-April",35
"175",34,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",301.526315789474,303,59.7358708734195,139,401,0,0,0,0,0,19,"15-April",33.8947368421053
"176",35,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",289.315789473684,313,76.3719353861082,143,402,0,0,0,0,0,19,"01-May",32.4736842105263
"177",36,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",255,274,71.2257756090526,146,375,0,0,0,0,0,19,"15-May",31.7368421052632
"178",37,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",268.473684210526,256,61.1567825084318,164,360,0,0,0,0,0,19,"01-June",31.9473684210526
"179",38,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",273.789473684211,296,78.179692551745,108,392,0,0,0,0,0,19,"15-June",32.1578947368421
"180",39,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","112 Kg/ha (100 LB/acre)","Flowering",269.210526315789,278,52.4145642899719,176,366,0,0,0,0,0,19,"30-June",32
"181",1,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10170.0526315789,10403,1378.57561247044,6986,12208,1415.73684210526,1423,249.956183294696,883,1848,19,"01-March",130.263157894737
"182",2,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10271,10531,1313.71868289135,7190,12354,1427.47368421053,1467,249.976969699444,892,1829,19,"15-March",127.684210526316
"183",3,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10370.5263157895,10393,1081.61979191812,7841,12111,1366.15789473684,1488,250.980137141898,774,1723,19,"01-April",123.894736842105
"184",4,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10348.7368421053,10490,1030.09599564017,8217,11837,1319.36842105263,1395,275.101841854635,605,1689,19,"15-April",122.473684210526
"185",5,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10031.3684210526,9974,952.887262220943,8408,11461,1281.68421052632,1327,224.337556332609,627,1544,19,"01-May",121.052631578947
"186",6,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",9957.47368421053,9897,985.113776193787,8136,11505,1300.15789473684,1312,172.627171531243,999,1590,19,"15-May",122.210526315789
"187",7,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",9969.84210526316,10162,860.715804378212,8622,11146,1354.15789473684,1353,188.947159914528,951,1692,19,"01-June",125
"188",8,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",9634.1052631579,9939,813.556451277479,8151,10692,1319.05263157895,1343,197.277715609299,876,1578,19,"15-June",124.631578947368
"189",9,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",8834.63157894737,9190,769.61745262943,7361,9813,1241.05263157895,1256,145.738911788708,926,1480,19,"30-June",121.947368421053
"190",11,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",835.789473684211,836,214.616603620753,489,1194,0,0,0,0,0,19,"01-March",44.4210526315789
"191",12,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",880.526315789474,900,206.670797921357,524,1180,0,0,0,0,0,19,"15-March",42.2631578947368
"192",13,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",969.263157894737,1022,206.100256645822,478,1330,0,0,0,0,0,19,"01-April",39.2105263157895
"193",14,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",973.631578947368,971,199.854449961943,475,1289,0,0,0,0,0,19,"15-April",37.7894736842105
"194",15,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",913.947368421053,957,225.179551490265,471,1255,0,0,0,0,0,19,"01-May",36.2631578947368
"195",16,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",978.684210526316,1013,236.522973427666,629,1370,0,0,0,0,0,19,"15-May",37
"196",17,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1269.42105263158,1272,309.318303476366,611,1844,0,0,0,0,0,19,"01-June",39.8947368421053
"197",18,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1262.21052631579,1275,281.367213391912,701,1647,0,0,0,0,0,19,"15-June",39.5789473684211
"198",19,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",1013.84210526316,1014,168.079763854974,702,1299,0,0,0,0,0,19,"30-June",37.2105263157895
"199",21,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3666.63157894737,3992,823.737836566837,1836,4802,1117.31578947368,1175,275.779108996792,574,1513,19,"01-March",92.4210526315789
"200",22,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3789.57894736842,4084,857.184883194173,1710,5179,1190.52631578947,1234,289.070419798255,569,1634,19,"15-March",90.1052631578947
"201",23,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3903.89473684211,4073,843.791173134472,1864,5376,1234.21052631579,1332,293.074995890769,602,1714,19,"01-April",86.1578947368421
"202",24,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3867.52631578947,3925,782.616151721693,1795,5051,1189.68421052632,1223,300.805964153265,573,1725,19,"15-April",84.5263157894737
"203",25,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3804.36842105263,3886,785.849802621787,2048,4955,1100.89473684211,1090,292.112971817572,619,1558,19,"01-May",83.1578947368421
"204",26,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3561.52631578947,3557,738.944470054795,2402,4680,982.157894736842,1035,285.894165180422,384,1431,19,"15-May",82.3157894736842
"205",27,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3677.52631578947,3588,718.012021597058,2514,4873,1051.26315789474,1061,223.338020375012,597,1390,19,"01-June",82.9473684210526
"206",28,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3686.21052631579,3677,745.11368103184,2354,4855,1083.57894736842,1078,231.885583805049,676,1485,19,"15-June",83.3684210526316
"207",29,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",3485.47368421053,3411,559.454433495611,2550,4596,991.368421052632,978,209.674141500651,470,1359,19,"30-June",83.1052631578947
"208",31,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",470.789473684211,480,113.26300707614,274,652,0,0,0,0,0,19,"01-March",39.9473684210526
"209",32,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",497.736842105263,506,127.503743781752,288,713,0,0,0,0,0,19,"15-March",38
"210",33,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",530.368421052632,546,115.540858826995,272,702,0,0,0,0,0,19,"01-April",35
"211",34,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",561.421052631579,567,106.670997719089,265,735,0,0,0,0,0,19,"15-April",33.8947368421053
"212",35,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",539.105263157895,582,136.157137462093,273,732,0,0,0,0,0,19,"01-May",32.4736842105263
"213",36,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",477.631578947368,514,127.893276048741,278,689,0,0,0,0,0,19,"15-May",31.7368421052632
"214",37,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",500.526315789474,481,108.371976913393,317,664,0,0,0,0,0,19,"01-June",31.9473684210526
"215",38,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",512.473684210526,547,131.14341954985,256,715,0,0,0,0,0,19,"15-June",32.1578947368421
"216",39,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","112 Kg/ha (100 LB/acre)","Flowering",501.578947368421,520,89.4845211875425,337,649,0,0,0,0,0,19,"30-June",32
"217",1,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10786,11022,1325.47764975499,7660,12278,1565.68421052632,1553,252.894148394932,1020,1975,19,"01-March",130.210526315789
"218",2,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","112 Kg/ha (100 LB/acre)","Grain Maturity",10878.4210526316,11128,1305.73063054068,7878,12909,1569.84210526316,1611,253.43424813678,1034,1979,19,"15-March",127.684210526316
