,location,cultivar,density,nitrogen,harvest,Mean_CWAD,SD_CWAD,SD_GWAD,Mean_GWAD,planting,avg_planting_to_harvest
159,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,1587.761905,378.0092465,0,0,05/15/2024,49.9047619
160,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,1845.904762,513.3968158,0,0,06/01/2024,52.80952381
161,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,1511.952381,372.6379578,0,0,06/15/2024,49.57142857
162,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,831.2380952,292.7090543,0,0,06/30/2024,43.33333333
163,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2012.857143,372.0775841,119.3371774,547.4761905,03/01/2024,105.3333333
164,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2296.285714,425.5154689,140.1530966,654.0952381,03/15/2024,101
165,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2533.190476,443.3280522,170.3398005,740.047619,04/01/2024,93.42857143
166,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2571.095238,455.1172272,172.0035714,718.8571429,04/15/2024,89.33333333
167,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2590.809524,394.1399014,123.5882565,693.5714286,05/01/2024,86.19047619
168,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2537.285714,511.915339,145.4479779,680.7142857,05/15/2024,85.19047619
169,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2368.809524,684.7397038,206.4901704,668.7619048,06/01/2024,85.47619048
170,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2376.666667,641.2222184,179.5080977,678.4285714,06/15/2024,85.71428571
171,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2023.190476,682.6123804,184.0112186,549.1428571,06/30/2024,84.71428571
172,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,223.3333333,49.78286184,0,0,03/01/2024,51.71428571
173,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,266.1904762,59.73576738,0,0,03/15/2024,48.19047619
174,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,310.2380952,83.83549652,0,0,04/01/2024,41.71428571
175,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,316,76.42381828,0,0,04/15/2024,38
176,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,310.1428571,64.20691997,0,0,05/01/2024,35
177,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,304.0952381,80.38961672,0,0,05/15/2024,34.23809524
178,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,293.9047619,98.87158579,0,0,06/01/2024,34.42857143
179,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,303.1904762,88.14058035,0,0,06/15/2024,34.28571429
180,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),112 Kg/ha (100 LB/acre),Flowering,260.2857143,91.35542833,0,0,06/30/2024,33.52380952
181,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4809.190476,510.9919392,101.151866,806,03/01/2024,143.5714286
182,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4904.52381,505.9721948,94.02985848,814.2857143,03/15/2024,138.9047619
183,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5061.238095,359.5882235,85.6252911,825.9047619,04/01/2024,131
184,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5141.619048,267.691329,47.77392196,850.3809524,04/15/2024,127.5238095
185,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5110.904762,339.1501002,38.99053609,843.1904762,05/01/2024,128.5714286
186,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5005.952381,433.2530988,60.20350409,810.1904762,05/15/2024,134.7142857
187,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4907.285714,496.581327,78.75398705,756.0952381,06/01/2024,137.8571429
188,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4845.142857,438.7635224,88.36396594,754.2380952,06/15/2024,135.3333333
189,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4688.095238,355.0588549,105.2243408,769.4761905,06/30/2024,130.3809524
190,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,803.047619,161.3541063,0,0,03/01/2024,57.23809524
191,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,891.952381,207.3662162,0,0,03/15/2024,52.9047619
192,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,1012.047619,254.4355471,0,0,04/01/2024,46
193,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,1055.47619,240.2094126,0,0,04/15/2024,42.57142857
194,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,1443.571429,296.1460065,0,0,05/01/2024,43.28571429
195,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,2333.190476,479.0956709,0,0,05/15/2024,49.9047619
196,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,2632.571429,615.6363027,0,0,06/01/2024,52.80952381
197,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,2217.952381,469.934195,0,0,06/15/2024,49.57142857
198,Jay (WFREC),IH Williams,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,1350.904762,398.4439615,0,0,06/30/2024,43.33333333
199,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3114.238095,460.5085129,171.8984889,901.9047619,03/01/2024,105.3333333
200,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3368.095238,454.6087224,188.6622959,1037.190476,03/15/2024,101
201,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3564.619048,443.3339008,240.7222763,1129.285714,04/01/2024,93.42857143
202,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3646.666667,392.18992,230.6767476,1101.52381,04/15/2024,89.33333333
203,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3637.666667,369.2723024,163.9046471,1051.333333,05/01/2024,86.19047619
204,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3577.666667,426.7955404,188.0798969,1044.952381,05/15/2024,85.19047619
205,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3344.47619,673.4926591,259.4803415,1034.047619,06/01/2024,85.47619048
206,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3334.47619,619.2304594,233.1242771,1040.142857,06/15/2024,85.71428571
207,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2988.714286,704.8035998,225.7893877,841.047619,06/30/2024,84.71428571
208,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,424,90.77775058,0,0,03/01/2024,51.71428571
209,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,501.1428571,107.7108563,0,0,03/15/2024,48.19047619
210,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,576.7619048,146.3010269,0,0,04/01/2024,41.71428571
211,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,583.952381,132.0187397,0,0,04/15/2024,38
212,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,572.2380952,112.3155843,0,0,05/01/2024,35
213,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,562.9047619,133.8838694,0,0,05/15/2024,34.23809524
214,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,537.952381,170.4216759,0,0,06/01/2024,34.42857143
215,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,554.9047619,152.5335716,0,0,06/15/2024,34.28571429
216,Jay (WFREC),NWG 2730,80/m2 (7.4/sqft),112 Kg/ha (100 LB/acre),Flowering,481.2857143,159.3835446,0,0,06/30/2024,33.52380952
217,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4776,506.4316341,98.36545077,829.5238095,03/01/2024,143.3333333
218,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4872.47619,489.3357354,94.53109844,833.1428571,03/15/2024,138.7142857
219,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5044.809524,370.0495398,93.43821488,844,04/01/2024,130.7619048
220,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5157.52381,297.1899425,58.55449232,857.1428571,04/15/2024,127.4761905
221,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5134.571429,324.7418315,43.61951289,834.4761905,05/01/2024,128.5714286
222,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5011.571429,404.9436469,52.61739709,784.9047619,05/15/2024,134.7142857
223,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4893.190476,484.5520219,68.81780639,728.0952381,06/01/2024,137.8571429
224,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4863.428571,440.2800894,90.46398915,739.6666667,06/15/2024,135.2380952
225,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4717.380952,369.8294845,97.80434794,763.7619048,06/30/2024,130.2380952
226,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,1101.666667,208.3872197,0,0,03/01/2024,57.23809524
227,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,1210.52381,264.069805,0,0,03/15/2024,52.9047619
228,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,1349.619048,313.5771797,0,0,04/01/2024,46
229,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,1404.52381,295.9845636,0,0,04/15/2024,42.57142857
230,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,1835.333333,335.0179597,0,0,05/01/2024,43.28571429
231,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,2786.380952,518.2533624,0,0,05/15/2024,49.9047619
232,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,3091.380952,626.5562605,0,0,06/01/2024,52.80952381
233,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,2637.714286,496.9280776,0,0,06/15/2024,49.57142857
234,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,1708.714286,437.229933,0,0,06/30/2024,43.33333333
235,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3624.666667,433.9199619,197.8590167,1141.095238,03/01/2024,105.3333333
236,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3814.809524,409.2809083,195.3959107,1263.809524,03/15/2024,101
237,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4009.380952,397.763306,264.4154829,1316.380952,04/01/2024,93.42857143
238,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4122.619048,368.5687828,237.698789,1287.714286,04/15/2024,89.33333333
239,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4086.047619,338.5906786,172.0330256,1277.809524,05/01/2024,86.19047619
240,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4056.428571,377.071687,209.954156,1228.380952,05/15/2024,85.19047619
241,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3799.238095,594.2053437,255.5493895,1246.095238,06/01/2024,85.47619048
242,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3762.619048,525.7186963,230.8781682,1221.857143,06/15/2024,85.71428571
243,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3475.809524,629.6468549,228.4401245,1016.238095,06/30/2024,84.71428571
244,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,604.2857143,124.2473915,0,0,03/01/2024,51.71428571
245,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,708.5714286,146.4334564,0,0,03/15/2024,48.19047619
246,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,806.7142857,194.1960718,0,0,04/01/2024,41.71428571
247,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,813.3333333,174.3858748,0,0,04/15/2024,38
248,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,797.0952381,150.1825239,0,0,05/01/2024,35
249,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,782.5238095,174.2861495,0,0,05/15/2024,34.23809524
250,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,743,222.902445,0,0,06/01/2024,34.42857143
251,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,768.047619,201.8896917,0,0,06/15/2024,34.28571429
252,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,670.9047619,212.4438525,0,0,06/30/2024,33.52380952
253,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3018.952381,266.2741963,65.53396066,543,03/01/2024,143.6190476
254,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3055.47619,244.5533927,60.15590855,544.3333333,03/15/2024,138.952381
255,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3144,234.9521228,47.21430372,548.9047619,04/01/2024,131.0952381
256,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3197.47619,187.0488222,33.76311033,546.3809524,04/15/2024,127.6666667
257,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3178.619048,208.2962977,39.23937527,519.8571429,05/01/2024,128.6190476
258,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3046.285714,261.3235816,40.53023563,467,05/15/2024,134.8095238
259,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2947.571429,276.2271839,39.7722684,438.3333333,06/01/2024,137.952381
260,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2921.238095,260.7101657,45.4195259,446.6666667,06/15/2024,135.4285714
261,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2881.333333,210.713866,50.31533895,479.3333333,06/30/2024,130.4285714
262,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,1059.761905,229.7152378,0,0,03/01/2024,57.23809524
263,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,1135.666667,283.4327669,0,0,03/15/2024,52.9047619
264,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,1149.428571,287.0304115,0,0,04/01/2024,46
265,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,1162.761905,251.4493796,0,0,04/15/2024,42.57142857
266,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,1453.857143,289.5909677,0,0,05/01/2024,43.28571429
267,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,2181.095238,450.4714092,0,0,05/15/2024,49.9047619
268,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,2446.142857,454.1359142,0,0,06/01/2024,52.80952381
269,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,2076.857143,393.2060892,0,0,06/15/2024,49.57142857
270,Jay (WFREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,1296.095238,312.218498,0,0,06/30/2024,43.33333333
271,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2672.285714,308.734375,118.465446,883.5238095,03/01/2024,105.3333333
272,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2763.047619,277.2909079,140.1960362,910.1428571,03/15/2024,101
273,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2858.142857,284.7883926,165.2723726,931.4285714,04/01/2024,93.38095238
274,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2920.857143,235.8966481,134.9664156,905.6666667,04/15/2024,89.33333333
275,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2871.142857,239.3694395,104.3606613,873.6190476,05/01/2024,86.19047619
276,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2794.666667,307.231563,120.3113817,820.8571429,05/15/2024,85.19047619
277,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2666.428571,383.1390833,131.4905392,849.8095238,06/01/2024,85.47619048
278,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2617.761905,343.6770148,130.6722181,795.8571429,06/15/2024,85.71428571
279,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2442.571429,363.4609431,135.9269236,707.8571429,06/30/2024,84.71428571
280,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,585.5714286,128.9502119,0,0,03/01/2024,51.71428571
281,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,667.2857143,147.8229153,0,0,03/15/2024,48.19047619
282,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,702.9047619,177.2906948,0,0,04/01/2024,41.71428571
283,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,686.2857143,144.3319586,0,0,04/15/2024,38
284,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,657.2857143,131.1777965,0,0,05/01/2024,35
285,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,623.4761905,152.8370436,0,0,05/15/2024,34.23809524
286,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,575.7619048,167.5532467,0,0,06/01/2024,34.42857143
287,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,606.1428571,152.107293,0,0,06/15/2024,34.28571429
288,Jay (WFREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,527.4761905,162.2176375,0,0,06/30/2024,33.52380952
289,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1289.428571,178.3680385,28.18315944,149.0952381,03/01/2024,144.0952381
290,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1282.714286,171.0357106,26.18705605,148.4761905,03/15/2024,139.4761905
291,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1267.619048,191.4770159,23.31124805,144.7142857,04/01/2024,131.4285714
292,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1229.380952,206.3122576,27.60365745,140.1904762,04/15/2024,127.7619048
293,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1185.238095,221.5443307,30.19090055,138.0952381,05/01/2024,128.9047619
294,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1138.238095,228.3155502,30.09674876,140.7142857,05/15/2024,135.4761905
295,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1023.428571,216.8788997,26.17805333,128.2380952,06/01/2024,138.4761905
296,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,910.952381,203.0774424,27.08162266,115.7142857,06/15/2024,135.952381
297,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,771.2380952,177.8276988,25.02322731,95.47619048,06/30/2024,130.8095238
298,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,180.3333333,75.57667189,0,0,03/01/2024,57.23809524
299,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,173.7619048,68.77201812,0,0,03/15/2024,52.9047619
300,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,160.2380952,61.16608927,0,0,04/01/2024,46
301,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,165.4285714,59.83107172,0,0,04/15/2024,42.57142857
302,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,225.5238095,81.88749541,0,0,05/01/2024,43.28571429
303,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,352.4761905,151.4095833,0,0,05/15/2024,49.9047619
304,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,396.9047619,185.0542906,0,0,06/01/2024,52.80952381
305,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,293.0952381,128.8265907,0,0,06/15/2024,49.57142857
306,Jay (WFREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,158.7142857,73.58746011,0,0,06/30/2024,43.33333333
307,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,690.1904762,228.338262,62.68542019,151.5238095,03/01/2024,105.3333333
308,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,691,211.519739,54.15190275,148.1428571,03/15/2024,101
309,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,644.4761905,190.3506289,51.01503046,140.3333333,04/01/2024,93.42857143
310,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,638.5238095,195.7865213,46.46539931,131.6666667,04/15/2024,89.33333333
311,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,619.3809524,197.2971049,51.61879503,121,05/01/2024,86.19047619
312,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,550.5714286,219.2477073,48.63909852,107.4761905,05/15/2024,85.19047619
313,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,488.6666667,192.7743067,48.49275842,97.95238095,06/01/2024,85.47619048
314,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,467.5714286,183.1670198,34.39518239,86.85714286,06/15/2024,85.71428571
315,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,379.5238095,158.5605938,28.8697403,71.19047619,06/30/2024,84.71428571
316,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,109.2380952,38.66898597,0,0,03/01/2024,51.71428571
317,Jay (WFREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,112.047619,38.46748782,0,0,03/15/2024,48.19047619
