TRNO,DATE,CHTD,CWID,SWAD,LWAD,GWAD,CWAD,L#SD,G#AD,P#AD,GSTD,PWAD,RDPD,RWAD,FLWAD,Date,non_missing_biomass,non_missing_structure,row_type,experiment,LAID
2,2021-08-04T00:00:00Z,NA,NA,238,62,96,396,NA,NA,NA,NA,NA,NA,68,NA,2021-08-04,5,0,harvest_only,UFCI2101,NA
2,2021-08-04T00:00:00Z,NA,NA,1514,394,648,2556,NA,NA,NA,NA,NA,NA,106,NA,2021-08-04,5,0,harvest_only,UFCI2101,NA
2,2021-08-04T00:00:00Z,NA,NA,298,74,60,432,NA,NA,NA,NA,NA,NA,136,NA,2021-08-04,5,0,harvest_only,UFCI2101,NA
3,2021-05-18T00:00:00Z,0.165,0.152,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2021-05-18,0,3,standing_only,UFCI2101,NA
3,2021-05-18T00:00:00Z,0.106,0.091,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2021-05-18,0,3,standing_only,UFCI2101,NA
3,2021-05-18T00:00:00Z,0.086,0.106,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2021-05-18,0,3,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-25,0,1,standing_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,NA,NA,56.57,141.4,NA,198,NA,NA,NA,NA,NA,NA,9.9,NA,2021-05-25,4,0,harvest_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,NA,NA,104.2,260.7,NA,365,NA,NA,NA,NA,NA,NA,18.25,NA,2021-05-25,4,0,harvest_only,UFCI2101,NA
3,2021-05-25T00:00:00Z,NA,NA,72.57,181.4,NA,254,NA,NA,NA,NA,NA,NA,12.7,NA,2021-05-25,4,0,harvest_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,1.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-09T00:00:00Z,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-09,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-06-23T00:00:00Z,1.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-23,0,1,standing_only,UFCI2101,NA
3,2021-07-01T00:00:00Z,NA,NA,1028,741.7,84,1854,NA,NA,NA,NA,NA,NA,325,NA,2021-07-01,5,0,harvest_only,UFCI2101,NA
3,2021-07-01T00:00:00Z,NA,NA,610.2,452.8,69,1132,NA,NA,NA,NA,NA,NA,125,NA,2021-07-01,5,0,harvest_only,UFCI2101,NA
3,2021-07-01T00:00:00Z,NA,NA,1112,816.4,112,2041,NA,NA,NA,NA,NA,NA,197,NA,2021-07-01,5,0,harvest_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,1.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,1.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,1.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,1.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-08T00:00:00Z,1.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-08,0,1,standing_only,UFCI2101,NA
3,2021-07-19T00:00:00Z,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2021-07-19,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-07-22T00:00:00Z,1.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,1.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-04,0,1,standing_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,NA,NA,1799,865,480,3144,NA,NA,NA,NA,NA,NA,480,NA,2021-08-04,5,0,harvest_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,NA,NA,1907,925,1404,4236,NA,NA,NA,NA,NA,NA,516,NA,2021-08-04,5,0,harvest_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,NA,NA,1342,758,1032,3132,NA,NA,NA,NA,NA,NA,384,NA,2021-08-04,5,0,harvest_only,UFCI2101,NA
3,2021-08-04T00:00:00Z,NA,NA,1134,702,708,2544,NA,NA,NA,NA,NA,NA,336,NA,2021-08-04,5,0,harvest_only,UFCI2101,NA
1,2022-05-17T00:00:00Z,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-17,0,1,standing_only,UFCI2201,NA
1,2022-05-17T00:00:00Z,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-17,0,1,standing_only,UFCI2201,NA
1,2022-05-17T00:00:00Z,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-17,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
1,2022-06-02T00:00:00Z,0.17,0.075,16,34,NA,50,6,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
1,2022-06-02T00:00:00Z,0.18,0.1,16,32,NA,48,6,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
1,2022-06-02T00:00:00Z,0.15,0.15,18,18,NA,36,6,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
1,2022-06-02T00:00:00Z,0.16,0.16,10,24,NA,34,6,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
1,2022-06-02T00:00:00Z,0.11,0.11,6,10,NA,16,6,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
1,2022-06-02T00:00:00Z,0.145,0.145,18,30,NA,48,8,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
1,2022-06-02T00:00:00Z,0.105,0.105,14,26,NA,40,8,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
1,2022-06-07T00:00:00Z,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
